trans_unix,merchant,category,amt,gender,city,state,city_pop,job,dob_unix,is_fraud,logamt
10.3,100,7,207.26,1,91,47,5895,412,205977600,1,5.333974044
10.61,558,12,742.37,2,470,42,1126,486,366940800,1,6.609847771
10.77,431,12,890.16,2,470,42,1126,486,366940800,1,6.791401222
10.84,14,12,899.63,2,470,42,1126,486,366940800,1,6.801983568
11.55,421,7,191.87,1,91,47,5895,412,205977600,1,5.256818059
11.73,330,5,294.77,2,470,42,1126,486,366940800,1,5.686195391
11.76,618,14,10.47,1,55,3,4074,409,219801600,1,2.348514025
12.98,26,5,329.94,1,55,3,4074,409,219801600,1,5.79891082
1.44,156,3,8.78,1,91,47,5895,412,205977600,1,2.172476408
1.9,395,5,321.37,1,91,47,5895,412,205977600,1,5.772593107
2.49,388,13,812.57,1,91,47,5895,412,205977600,1,6.700202064
5.66,197,5,325.11,1,91,47,5895,412,205977600,1,5.784163587
4.16,456,8,22.21,1,55,3,4074,409,219801600,1,3.100542638
10.99,436,7,266.28,1,55,3,4074,409,219801600,1,5.584548387
12.59,243,3,20.2,2,261,23,1126,205,-425779200,1,3.005682604
2.04,473,5,320.88,2,261,23,1126,205,-425779200,1,5.771067221
10.18,605,12,1017.15,2,261,23,1126,205,-425779200,1,6.924759878
10.32,605,12,1063.73,2,261,23,1126,205,-425779200,1,6.969536878
11.63,375,1,524.86,2,261,23,1126,205,-425779200,1,6.26313156
11.89,350,13,885.64,2,261,23,1126,205,-425779200,1,6.786310547
1.49,269,5,377.99,1,783,5,54287,123,117504000,1,5.93486774
3.05,467,5,274.34,2,800,46,4367,489,-212198400,1,5.614368213
3.37,396,5,323.61,2,261,23,1126,205,-425779200,1,5.779539087
3.46,543,5,329.01,2,261,23,1126,205,-425779200,1,5.796088145
8.73,209,3,8.15,2,800,46,4367,489,-212198400,1,2.098017927
10.12,60,9,853.27,2,261,23,1126,205,-425779200,1,6.749076027
10.13,350,9,822.52,2,261,23,1126,205,-425779200,1,6.712372798
10.68,71,12,977.82,2,261,23,1126,205,-425779200,1,6.885325604
10.9,685,8,18.06,1,783,5,54287,123,117504000,1,2.893699548
11.99,190,12,1094.26,2,800,46,4367,489,-212198400,1,6.997833615
12.23,346,5,301.54,1,884,3,2786,307,-102988800,1,5.708902677
12.87,230,3,8.76,2,800,46,4367,489,-212198400,1,2.170195905
2.06,88,5,276.94,2,32,6,122111,234,580262400,1,5.623800876
2.27,448,5,336.02,2,32,6,122111,234,580262400,1,5.817170682
2.96,395,5,284.62,2,32,6,122111,234,580262400,1,5.651154957
3.72,330,5,302.07,1,884,3,2786,307,-102988800,1,5.710658779
3.83,274,3,16.34,2,27,36,1202,115,-1130976000,1,2.793616089
3.98,451,1,469.22,1,783,5,54287,123,117504000,1,6.151071742
5.76,448,5,312.6,2,800,46,4367,489,-212198400,1,5.744924418
9.69,272,5,333.66,2,27,36,1202,115,-1130976000,1,5.81012251
9.96,443,5,310.38,2,32,6,122111,234,580262400,1,5.737797353
4,476,9,836.37,2,27,36,1202,115,-1130976000,1,6.729071099
8.62,368,12,901.99,2,877,25,710,217,54777600,1,6.804603434
10.1,587,1,444.32,2,877,25,710,217,54777600,1,6.096545024
10.31,296,12,1029.02,2,800,46,4367,489,-212198400,1,6.936362172
10.58,305,9,893.19,2,800,46,4367,489,-212198400,1,6.794799324
10.62,671,13,939.58,2,27,36,1202,115,-1130976000,1,6.845432967
10.83,277,13,930.99,2,27,36,1202,115,-1130976000,1,6.836248536
11.02,662,9,740.07,1,884,3,2786,307,-102988800,1,6.606744776
11.08,75,11,15.87,1,884,3,2786,307,-102988800,1,2.764430535
11.34,468,13,774.06,2,877,25,710,217,54777600,1,6.65164939
11.52,347,12,949.61,2,800,46,4367,489,-212198400,1,6.856051374
11.55,296,12,967.49,2,32,6,122111,234,580262400,1,6.874705089
11.62,530,8,17.4,1,783,5,54287,123,117504000,1,2.856470206
11.62,558,12,1148.19,2,27,36,1202,115,-1130976000,1,7.045942068
11.77,506,12,933.24,2,877,25,710,217,54777600,1,6.838662402
12.21,573,5,272.99,2,877,25,710,217,54777600,1,5.609435164
12.42,118,3,13.78,2,840,34,4290,26,660787200,1,2.623218266
12.51,475,3,12.89,2,840,34,4290,26,660787200,1,2.556451817
12.57,156,3,12.84,1,884,3,2786,307,-102988800,1,2.552565298
12.59,74,5,326.65,2,32,6,122111,234,580262400,1,5.788889261
12.84,396,5,298.96,1,517,48,584,294,6739200,1,5.700309785
12.88,609,5,324.74,2,877,25,710,217,54777600,1,5.783024862
12.96,163,3,9.67,2,715,5,757530,278,325814400,1,2.269028309
1.57,333,3,6.7,2,32,6,122111,234,580262400,1,1.902107526
1.9,428,5,265.68,2,877,25,710,217,54777600,1,5.582292577
1.97,523,3,10.72,2,840,34,4290,26,660787200,1,2.372111156
2.4,318,5,311.63,2,715,5,757530,278,325814400,1,5.741816587
2.5,322,3,7.41,2,840,34,4290,26,660787200,1,2.002830439
2.6,380,9,822.29,2,32,6,122111,234,580262400,1,6.712093131
2.78,337,5,277.87,2,877,25,710,217,54777600,1,5.627153378
2.9,21,5,293.92,1,884,3,2786,307,-102988800,1,5.683307621
3.05,65,5,291.15,2,840,34,4290,26,660787200,1,5.673838598
3.24,21,5,322.34,2,27,36,1202,115,-1130976000,1,5.775606889
3.99,358,5,302.42,2,877,25,710,217,54777600,1,5.71181678
12.79,23,13,782.18,2,877,25,710,217,54777600,1,6.662084893
1.24,131,5,349.52,2,877,25,710,217,54777600,1,5.856560785
1.25,269,5,331.38,1,517,48,584,294,6739200,1,5.803265753
2.57,8,12,1018.47,1,884,3,2786,307,-102988800,1,6.92605678
4.93,201,12,987.16,2,877,25,710,217,54777600,1,6.894832134
5.31,326,9,731.55,2,840,34,4290,26,660787200,1,6.595165571
6.82,358,5,354.81,1,517,48,584,294,6739200,1,5.871582435
8.91,525,9,854.92,1,517,48,584,294,6739200,1,6.751007897
9.42,304,9,786.09,1,884,3,2786,307,-102988800,1,6.66707129
10.08,348,12,958.66,2,27,36,1202,115,-1130976000,1,6.865536476
10.57,348,12,1077.27,2,840,34,4290,26,660787200,1,6.982185342
10.86,688,12,908.32,1,884,3,2786,307,-102988800,1,6.811596739
10.99,644,8,18.01,2,877,25,710,217,54777600,1,2.890927159
11.07,574,2,126.28,2,27,36,1202,115,-1130976000,1,4.838501664
11.08,258,8,2.48,2,27,36,1202,115,-1130976000,1,0.90825856
11.24,50,13,991.88,1,884,3,2786,307,-102988800,1,6.899602132
11.32,368,12,1281.51,1,517,48,584,294,6739200,1,7.155794349
11.33,650,12,946.78,2,32,6,122111,234,580262400,1,6.853066754
11.56,446,6,18.39,2,27,36,1202,115,-1130976000,1,2.911807039
11.81,617,10,8.61,2,715,5,757530,278,325814400,1,2.152924318
12.76,606,3,11.44,2,715,5,757530,278,325814400,1,2.437115986
12.93,498,3,20.01,1,517,48,584,294,6739200,1,2.996232149
1.06,475,3,17.85,1,517,48,584,294,6739200,1,2.882003508
1.25,286,3,18.07,1,517,48,584,294,6739200,1,2.894253105
2.53,13,5,300.56,2,146,5,35705,493,-398649600,1,5.705647401
2.95,679,5,272.06,2,840,34,4290,26,660787200,1,5.60602263
3.02,318,5,294.6,2,715,5,757530,278,325814400,1,5.685618504
3.2,343,9,850.18,2,840,34,4290,26,660787200,1,6.745448092
3.25,475,3,20.42,1,517,48,584,294,6739200,1,3.016514813
3.59,375,1,436.78,2,715,5,757530,278,325814400,1,6.079429636
6.21,95,5,286.23,2,146,5,35705,493,-398649600,1,5.656795683
9.87,306,6,24.45,1,517,48,584,294,6739200,1,3.196630216
10.35,417,9,837.54,1,517,48,584,294,6739200,1,6.730469024
10.4,386,14,9.71,2,840,34,4290,26,660787200,1,2.273156282
10.55,20,13,697.68,1,517,48,584,294,6739200,1,6.547760545
10.62,525,9,743.3,2,146,5,35705,493,-398649600,1,6.611099732
10.84,314,12,833.05,2,146,5,35705,493,-398649600,1,6.725093664
10.86,631,12,1065.33,2,840,34,4290,26,660787200,1,6.971039889
10.96,69,13,849,1,517,48,584,294,6739200,1,6.744059186
10.99,404,13,927.42,1,517,48,584,294,6739200,1,6.832406537
11.04,380,9,658.17,2,146,5,35705,493,-398649600,1,6.489463257
11.42,201,12,914.9,2,715,5,757530,278,325814400,1,6.81881477
11.63,246,9,788.72,2,840,34,4290,26,660787200,1,6.670411378
11.79,387,12,1002.17,2,715,5,757530,278,325814400,1,6.909922928
12.79,346,5,299.46,2,146,5,35705,493,-398649600,1,5.701980853
1.41,330,5,325.11,2,146,5,35705,493,-398649600,1,5.784163587
4.49,493,13,1055.61,2,146,5,35705,493,-398649600,1,6.961874078
10.89,270,9,846.07,2,146,5,35705,493,-398649600,1,6.740602099
1.17,671,13,845.63,1,304,49,13973,276,389491200,1,6.740081912
2,489,3,10.59,1,304,49,13973,276,389491200,1,2.35991016
3.77,196,5,292.73,2,332,5,93193,143,829785600,1,5.679250682
7.63,615,7,242.24,1,304,49,13973,276,389491200,1,5.48992897
9.76,193,8,20.35,1,304,49,13973,276,389491200,1,3.013080912
10.7,496,8,19.9,1,304,49,13973,276,389491200,1,2.990719732
12.8,237,1,537.37,1,304,49,13973,276,389491200,1,6.28668687
3.6,120,3,9.25,2,332,5,93193,143,829785600,1,2.224623552
9.85,488,12,931.13,2,332,5,93193,143,829785600,1,6.836398902
10.17,688,12,821.14,2,332,5,93193,143,829785600,1,6.710693619
10.44,430,13,978.77,2,332,5,93193,143,829785600,1,6.886296681
10.72,194,12,906.07,2,332,5,93193,143,829785600,1,6.809116566
11.16,666,11,17.49,1,304,49,13973,276,389491200,1,2.861629289
11.34,64,10,9.29,2,332,5,93193,143,829785600,1,2.228938553
11.71,488,12,905.72,2,332,5,93193,143,829785600,1,6.808730208
12.09,232,3,8.02,2,141,21,5848,327,382579200,1,2.081938422
12.12,196,5,271.33,2,141,21,5848,327,382579200,1,5.603335792
12.79,550,3,7,2,141,21,5848,327,382579200,1,1.945910149
3.42,411,4,7.21,2,141,21,5848,327,382579200,1,1.975468951
2.2,558,12,1149.92,2,141,21,5848,327,382579200,1,7.047447654
10.53,58,10,8.27,2,141,21,5848,327,382579200,1,2.112634509
11.85,71,12,1191.33,2,141,21,5848,327,382579200,1,7.082825609
2.58,350,9,825.33,2,141,21,5848,327,382579200,1,6.715783306
3.79,473,5,299.03,2,141,21,5848,327,382579200,1,5.700543903
10.86,422,12,1155.46,1,129,41,4424,263,-234230400,1,7.052253812
11.47,387,12,1088.61,2,141,21,5848,327,382579200,1,6.992656932
11.72,467,5,277.54,1,129,41,4424,263,-234230400,1,5.625965067
12.44,464,3,9.66,1,129,41,4424,263,-234230400,1,2.267993648
12.69,88,5,316.92,2,823,30,4005,310,-751075200,1,5.758649376
1.32,30,5,287.86,2,823,30,4005,310,-751075200,1,5.662474251
2,396,5,306.52,2,823,30,4005,310,-751075200,1,5.725283006
3.04,550,3,11.88,2,823,30,4005,310,-751075200,1,2.474856314
4.45,565,5,309.71,1,129,41,4424,263,-234230400,1,5.735636376
5.62,118,3,9.18,2,823,30,4005,310,-751075200,1,2.217027205
10.05,350,9,900.8,1,129,41,4424,263,-234230400,1,6.803283257
10.39,689,9,688.58,2,823,30,4005,310,-751075200,1,6.534631506
10.45,193,8,22.51,1,129,41,4424,263,-234230400,1,3.113959655
10.48,314,12,901.18,2,823,30,4005,310,-751075200,1,6.803705016
10.55,587,1,398.82,1,129,41,4424,263,-234230400,1,5.988510187
10.71,488,12,1114.22,2,823,30,4005,310,-751075200,1,7.015909888
10.9,43,13,963.64,2,823,30,4005,310,-751075200,1,6.870717781
11.73,380,9,783.49,1,129,41,4424,263,-234230400,1,6.663758298
11.77,536,9,743.47,2,823,30,4005,310,-751075200,1,6.611328415
11.87,529,12,889.68,2,823,30,4005,310,-751075200,1,6.790861848
11.97,352,9,752.3,2,823,30,4005,310,-751075200,1,6.623135181
3.17,646,5,290.77,2,511,46,9141,333,-972000000,1,5.672532577
3.9,495,5,324.66,2,511,46,9141,333,-972000000,1,5.782778481
2.72,106,12,1113.9,2,511,46,9141,333,-972000000,1,7.01562265
4.21,688,12,936.42,2,511,46,9141,333,-972000000,1,6.842064094
10.06,111,10,6.58,2,511,46,9141,333,-972000000,1,1.884034745
10.38,561,9,750.82,2,511,46,9141,333,-972000000,1,6.621165943
10.83,572,12,970.36,2,511,46,9141,333,-972000000,1,6.877667137
11.31,69,13,976.48,2,511,46,9141,333,-972000000,1,6.883954269
12.14,557,12,1090.93,1,485,25,1019,16,317692800,1,6.994785822
1.02,104,2,109.48,1,91,10,79613,179,312768000,1,4.695741884
1.93,429,5,277.69,2,213,23,673342,53,27907200,1,5.626505384
3.47,272,5,339.79,1,485,25,1019,16,317692800,1,5.82832778
3.94,594,12,987.6,1,91,10,79613,179,312768000,1,6.895277757
5.36,486,2,110,1,867,35,3255,196,300240000,1,4.700480366
8.48,58,10,7.19,1,867,35,3255,196,300240000,1,1.972691172
8.82,13,5,382.41,1,91,10,79613,179,312768000,1,5.946493331
9.5,433,10,7.5,1,867,35,3255,196,300240000,1,2.014903021
1.83,347,12,965.55,1,609,10,98816,242,-626400000,1,6.872697887
3.27,298,10,8.95,2,511,46,9141,333,-972000000,1,2.191653532
5.56,301,9,754.99,1,609,10,98816,242,-626400000,1,6.626704504
5.74,32,12,915.14,2,511,46,9141,333,-972000000,1,6.819077059
9.68,472,7,213.3,1,485,25,1019,16,317692800,1,5.362699625
10.04,396,5,259.65,2,341,5,123,138,129427200,1,5.55933457
10.09,460,5,315.42,2,511,46,9141,333,-972000000,1,5.753905084
10.14,671,13,875.77,1,485,25,1019,16,317692800,1,6.775103499
10.14,90,7,223.56,1,867,35,3255,196,300240000,1,5.409679834
10.28,431,12,1021.63,1,609,10,98816,242,-626400000,1,6.92915467
10.72,8,12,1020.35,2,213,23,673342,53,27907200,1,6.927900985
10.8,145,14,8.21,1,91,10,79613,179,312768000,1,2.105352923
10.95,203,14,9.1,2,341,5,123,138,129427200,1,2.208274414
10.96,328,9,797.73,1,609,10,98816,242,-626400000,1,6.681770194
10.98,240,5,315.31,1,609,10,98816,242,-626400000,1,5.753556282
11.37,170,8,23.06,1,485,25,1019,16,317692800,1,3.138099515
11.43,226,10,48.42,2,762,19,1758,372,-359769600,1,3.879912952
11.57,179,1,436.27,2,511,46,9141,333,-972000000,1,6.078261318
11.59,270,9,841.07,2,762,19,1758,372,-359769600,1,6.734674891
11.64,529,12,995.42,2,213,23,673342,53,27907200,1,6.903164759
11.71,648,9,742.26,2,341,5,123,138,129427200,1,6.609699586
12.2,595,12,909.8,1,485,25,1019,16,317692800,1,6.813224795
12.51,489,3,12.41,1,485,25,1019,16,317692800,1,2.518502599
12.6,111,10,793.81,1,485,25,1019,16,317692800,1,6.676844138
12.61,23,13,851.59,1,485,25,1019,16,317692800,1,6.74710519
12.78,245,10,9.21,1,91,10,79613,179,312768000,1,2.22028985
12.93,633,4,13.49,2,240,19,1261,53,110332800,1,2.60194867
12.94,539,1,492.67,1,91,10,79613,179,312768000,1,6.199839579
1.38,318,5,287.35,1,609,10,98816,242,-626400000,1,5.660700985
1.39,240,5,312.41,2,240,19,1261,53,110332800,1,5.744316428
1.4,366,3,11.34,1,609,10,98816,242,-626400000,1,2.428336298
2.09,25,3,10.34,2,341,5,123,138,129427200,1,2.336019869
2.67,609,5,376.23,1,485,25,1019,16,317692800,1,5.930200659
2.84,71,12,941.63,1,91,10,79613,179,312768000,1,6.847612416
2.92,464,3,11.34,1,867,35,3255,196,300240000,1,2.428336298
3.22,486,2,113.03,1,867,35,3255,196,300240000,1,4.72765327
5.23,543,5,299.35,2,213,23,673342,53,27907200,1,5.701613457
6.57,448,5,284.72,2,341,5,123,138,129427200,1,5.651506241
12.37,246,9,844.23,1,609,10,98816,242,-626400000,1,6.738424969
12.72,684,10,49.36,2,762,19,1758,372,-359769600,1,3.89914038
2.53,113,8,20.1,2,341,5,123,138,129427200,1,3.000719815
5.38,410,13,903.38,2,213,23,673342,53,27907200,1,6.806143284
5.86,206,2,126.51,1,485,25,1019,16,317692800,1,4.840321356
6.04,374,8,17.97,2,121,36,192805,54,-173836800,1,2.888703701
9.46,373,12,930.86,2,121,36,192805,54,-173836800,1,6.83610889
10.39,146,13,978.39,2,121,36,192805,54,-173836800,1,6.885908364
10.39,122,9,820.01,2,341,5,123,138,129427200,1,6.709316535
10.41,250,2,147.41,1,867,35,3255,196,300240000,1,4.99321782
10.46,673,7,286.87,1,485,25,1019,16,317692800,1,5.659029151
10.79,18,7,248.04,1,485,25,1019,16,317692800,1,5.513590023
10.86,218,5,277.9,2,121,36,192805,54,-173836800,1,5.627261337
10.97,529,12,904.31,2,213,23,673342,53,27907200,1,6.807172222
11.03,382,6,19.38,1,867,35,3255,196,300240000,1,2.964241606
11.2,688,12,812.56,2,762,19,1758,372,-359769600,1,6.700189758
11.23,318,2,120.48,2,240,19,1261,53,110332800,1,4.791483764
11.45,346,5,291.69,2,341,5,123,138,129427200,1,5.675691594
11.56,198,8,23.42,1,91,10,79613,179,312768000,1,3.153590358
11.58,106,12,1012.94,2,213,23,673342,53,27907200,1,6.920612272
11.59,537,8,22.1,1,485,25,1019,16,317692800,1,3.095577609
11.64,350,13,953.49,1,609,10,98816,242,-626400000,1,6.860128937
11.72,122,9,856.13,1,609,10,98816,242,-626400000,1,6.752422234
11.99,505,12,986.88,2,213,23,673342,53,27907200,1,6.894548451
12.2,679,5,324.59,2,403,38,60,302,-844128000,1,5.782562847
12.22,26,5,254.94,2,121,36,192805,54,-173836800,1,5.541028223
1.18,78,3,9.95,2,121,36,192805,54,-173836800,1,2.297572551
1.4,218,5,352.37,2,403,38,60,302,-844128000,1,5.86468176
1.78,428,5,327.84,1,65,35,34496,272,56851200,1,5.792525684
1.87,543,5,306.9,2,240,19,1261,53,110332800,1,5.726521962
1.93,329,5,353.45,2,403,38,60,302,-844128000,1,5.867742033
1.95,195,1,471.28,1,65,35,34496,272,56851200,1,6.155452397
2.26,535,5,346.3,2,403,38,60,302,-844128000,1,5.847305451
3.81,200,12,1066.06,1,65,35,34496,272,56851200,1,6.971724888
4.67,109,9,897.25,1,65,35,34496,272,56851200,1,6.79933453
8.03,74,5,293.44,2,240,19,1261,53,110332800,1,5.681673189
12.83,66,9,909.75,2,240,19,1261,53,110332800,1,6.813169836
3.19,72,14,9.44,1,65,35,34496,272,56851200,1,2.24495598
10.07,301,9,683.03,2,403,38,60,302,-844128000,1,6.526538782
11.01,272,5,287.93,2,240,19,1261,53,110332800,1,5.662717395
11.22,301,9,804.42,2,240,19,1261,53,110332800,1,6.690121521
11.7,271,9,859.99,2,240,19,1261,53,110332800,1,6.756920761
11.81,376,1,406.48,2,121,36,192805,54,-173836800,1,6.007534727
11.93,77,8,18.22,2,121,36,192805,54,-173836800,1,2.902519892
12.01,469,5,283.57,1,574,46,242803,406,-185068800,1,5.647459006
12.16,571,5,321.76,2,403,38,60,302,-844128000,1,5.773805926
12.3,196,5,323.37,2,403,38,60,302,-844128000,1,5.778797178
12.54,469,5,318.87,2,290,5,172817,2,-860112000,1,5.764783496
2.81,13,5,309.49,1,574,46,242803,406,-185068800,1,5.734925781
2.23,328,9,862.65,2,403,38,60,302,-844128000,1,6.760009047
4.14,571,5,302.98,2,290,5,172817,2,-860112000,1,5.713666797
8.21,435,9,866.15,2,403,38,60,302,-844128000,1,6.764058104
10.08,640,13,927.66,2,290,5,172817,2,-860112000,1,6.832665286
10.43,372,11,18.38,1,65,35,34496,272,56851200,1,2.911263117
10.49,536,9,776.94,2,403,38,60,302,-844128000,1,6.655363127
10.54,640,13,1002.29,2,290,5,172817,2,-860112000,1,6.910042661
10.68,563,8,19.82,1,65,35,34496,272,56851200,1,2.986691529
10.75,405,10,7.84,2,290,5,172817,2,-860112000,1,2.059238834
11.38,688,12,933.01,1,365,4,1179,84,-440208000,1,6.838415919
11.62,13,5,280.32,2,403,38,60,302,-844128000,1,5.635931808
11.64,217,14,8.33,2,403,38,60,302,-844128000,1,2.119863456
11.83,355,9,785.11,1,574,46,242803,406,-185068800,1,6.665823835
11.88,363,7,221.78,1,574,46,242803,406,-185068800,1,5.4016859
11.88,358,5,283.29,1,365,4,1179,84,-440208000,1,5.646471108
11.94,240,5,333.66,2,403,38,60,302,-844128000,1,5.81012251
12.26,30,5,321.67,2,290,5,172817,2,-860112000,1,5.773526175
1.35,571,5,328.16,1,365,4,1179,84,-440208000,1,5.793501294
1.83,286,3,9.84,2,290,5,172817,2,-860112000,1,2.286455711
2.8,94,3,16.33,1,365,4,1179,84,-440208000,1,2.793003907
3.47,571,5,330.03,1,365,4,1179,84,-440208000,1,5.799183559
3.49,495,5,314.7,2,290,5,172817,2,-860112000,1,5.751619804
3.52,565,5,275.61,2,887,49,3223,420,-457833600,1,5.618986823
12.54,271,9,738.74,1,574,46,242803,406,-185068800,1,6.604946032
12.9,525,9,874.52,1,365,4,1179,84,-440208000,1,6.773675164
3.66,594,12,954.72,1,365,4,1179,84,-440208000,1,6.861418104
5.91,353,5,331.13,1,365,4,1179,84,-440208000,1,5.802511048
6.11,106,12,831,1,574,46,242803,406,-185068800,1,6.722629795
7.38,505,12,1000.81,2,887,49,3223,420,-457833600,1,6.908564951
10.2,318,5,335.72,2,887,49,3223,420,-457833600,1,5.816277479
10.3,535,5,311.52,2,290,5,172817,2,-860112000,1,5.741463542
10.35,599,10,49.55,1,365,4,1179,84,-440208000,1,3.902982261
10.37,355,9,761.63,2,290,5,172817,2,-860112000,1,6.635460873
10.46,616,12,1063.77,2,290,5,172817,2,-860112000,1,6.969574481
10.87,190,12,839.06,1,574,46,242803,406,-185068800,1,6.732282218
10.98,657,13,1023.45,2,887,49,3223,420,-457833600,1,6.930934552
11.03,200,12,1058.49,1,365,4,1179,84,-440208000,1,6.964598643
11.04,102,13,879.3,2,887,49,3223,420,-457833600,1,6.779126136
11.22,135,1,419.75,2,887,49,3223,420,-457833600,1,6.039659296
11.96,338,12,984.22,2,887,49,3223,420,-457833600,1,6.891849449
11.98,132,13,953.76,2,887,49,3223,420,-457833600,1,6.860412067
2.47,396,5,309.72,2,887,49,3223,420,-457833600,1,5.735668664
10.17,529,12,1008.65,2,887,49,3223,420,-457833600,1,6.916368082
11.16,524,9,809.64,2,887,49,3223,420,-457833600,1,6.696589704
11.64,572,12,1040.08,2,887,49,3223,420,-457833600,1,6.947052912
10.32,511,12,1050.84,2,644,21,33917,102,266457600,1,6.957345123
10.73,410,13,731.55,2,644,21,33917,102,266457600,1,6.595165571
11.26,325,7,240.53,2,644,21,33917,102,266457600,1,5.482844822
10.46,546,13,759.1,2,644,21,33917,102,266457600,1,6.632133521
10.49,301,9,737.71,2,644,21,33917,102,266457600,1,6.603550793
10.75,14,12,1107.13,2,644,21,33917,102,266457600,1,7.00952636
11.11,341,14,8.82,2,644,21,33917,102,266457600,1,2.17702187
11.17,194,12,1159.35,2,644,21,33917,102,266457600,1,7.055614782
11.23,471,1,463.98,2,644,21,33917,102,266457600,1,6.139841448
3.71,201,12,902.07,2,237,46,6018,128,-674265600,1,6.804692122
11.25,373,12,1054.68,2,237,46,6018,128,-674265600,1,6.960992682
12.39,93,10,8.67,1,873,50,5216,99,781315200,1,2.159868791
12.39,244,5,294.51,2,237,46,6018,128,-674265600,1,5.685312958
12.97,348,12,998.13,1,873,50,5216,99,781315200,1,6.905883528
12.98,101,3,10.94,2,237,46,6018,128,-674265600,1,2.392425797
1.16,309,5,343.84,1,873,50,5216,99,781315200,1,5.840176433
1.39,395,5,308.55,2,656,10,42619,180,213408000,1,5.731883905
1.9,60,9,820.28,2,656,10,42619,180,213408000,1,6.709645745
2.59,557,12,992.41,1,873,50,5216,99,781315200,1,6.900136328
2.87,473,5,297.31,2,656,10,42619,180,213408000,1,5.694775365
3.53,335,2,134.72,1,873,50,5216,99,781315200,1,4.90319855
7.3,104,2,123.68,1,873,50,5216,99,781315200,1,4.817697585
7.45,135,1,469.03,1,873,50,5216,99,781315200,1,6.150666732
1.01,201,12,903.41,2,656,10,42619,180,213408000,1,6.806176492
5.01,106,6,22.86,1,873,50,5216,99,781315200,1,3.129388658
10.8,334,7,264.65,1,873,50,5216,99,781315200,1,5.578408198
10.88,73,12,1022.76,2,656,10,42619,180,213408000,1,6.930260134
10.92,221,11,19.95,1,873,50,5216,99,781315200,1,2.993229143
11.26,406,9,905.31,2,237,46,6018,128,-674265600,1,6.808277426
11.42,310,5,311.71,2,237,46,6018,128,-674265600,1,5.742073268
11.55,81,1,415.24,2,237,46,6018,128,-674265600,1,6.028856666
12.02,141,9,736.29,2,656,10,42619,180,213408000,1,6.601624063
1.05,395,5,284.05,2,656,10,42619,180,213408000,1,5.649150279
1.21,429,5,282.24,2,656,10,42619,180,213408000,1,5.642757773
1.46,74,5,281.71,2,656,10,42619,180,213408000,1,5.640878173
2.44,489,3,10.43,2,656,10,42619,180,213408000,1,2.344686269
2.7,291,9,792.4,2,656,10,42619,180,213408000,1,6.675066315
3.03,646,5,342.03,1,873,50,5216,99,781315200,1,5.834898453
11.97,404,13,717.37,1,873,50,5216,99,781315200,1,6.575591747
2.94,37,9,815.4,2,568,31,4603,469,-507081600,1,6.70367879
9.71,352,9,769.73,2,568,31,4603,469,-507081600,1,6.646039804
10.14,90,7,253.33,1,873,50,5216,99,781315200,1,5.534692987
10.15,301,9,726.43,2,656,10,42619,180,213408000,1,6.588142126
11.08,7,7,265.76,1,873,50,5216,99,781315200,1,5.582593646
11.09,530,8,19.15,1,873,50,5216,99,781315200,1,2.952302716
11.83,449,9,783.38,2,568,31,4603,469,-507081600,1,6.663617891
11.91,142,13,907.51,2,568,31,4603,469,-507081600,1,6.810704585
12.36,473,5,300.93,2,568,31,4603,469,-507081600,1,5.70687768
12.44,473,5,281.53,2,847,13,9165,293,-177120000,1,5.640239014
1.31,623,3,7.54,2,847,13,9165,293,-177120000,1,2.020222182
1.69,131,5,310.23,2,568,31,4603,469,-507081600,1,5.737313958
3.03,87,5,277.92,2,568,31,4603,469,-507081600,1,5.627333302
3.62,147,5,283.76,2,847,13,9165,293,-177120000,1,5.64812881
4.3,506,12,979.57,2,568,31,4603,469,-507081600,1,6.8871137
5.69,401,13,905.66,2,847,13,9165,293,-177120000,1,6.80866396
10.26,206,2,137.86,2,568,31,4603,469,-507081600,1,4.926238677
10.84,225,13,954.05,2,568,31,4603,469,-507081600,1,6.860716081
11.57,425,13,993.47,2,847,13,9165,293,-177120000,1,6.901203865
11.87,546,13,1026.61,2,847,13,9165,293,-177120000,1,6.934017391
12.4,550,3,7.79,2,847,13,9165,293,-177120000,1,2.05284086
12.77,218,5,298.23,2,847,13,9165,293,-177120000,1,5.697865001
1.09,330,5,318.96,2,451,44,911,31,33004800,1,5.765065703
1.24,519,3,12.25,2,847,13,9165,293,-177120000,1,2.505525937
2.73,184,3,10.59,2,847,13,9165,293,-177120000,1,2.35991016
3.02,543,5,295.18,2,451,44,911,31,33004800,1,5.68758534
3.13,565,5,352.84,2,85,27,1939,329,-62208000,1,5.866014696
10.16,531,4,13.22,2,451,44,911,31,33004800,1,2.581730834
12.55,624,9,899.23,2,451,44,911,31,33004800,1,6.801538842
2.57,418,10,48.03,2,85,27,1939,329,-62208000,1,3.871825816
3.57,468,13,832.47,2,451,44,911,31,33004800,1,6.724397185
4.54,342,13,915.77,2,847,13,9165,293,-177120000,1,6.819765241
10.26,538,12,827.2,2,451,44,911,31,33004800,1,6.718046504
10.31,62,8,2.61,2,85,27,1939,329,-62208000,1,0.959350221
10.35,336,14,6.94,2,85,27,1939,329,-62208000,1,1.937301775
10.45,422,12,1032.1,2,451,44,911,31,33004800,1,6.939350841
10.51,210,12,1191.57,2,85,27,1939,329,-62208000,1,7.083027044
